education_node_id,textbook_id,deleted_at
243,12,
242,12,
241,12,
240,12,
326,12,
325,12,
324,12,
323,12,
255,12,
126,12,
96,12,
